url,nat,cap
/titanic-victim/sleiman-attala.html,Syrian,Damascus
/titanic-survivor/banoura-ayoub-daher.html,Syrian,Damascus
/titanic-victim/mohamed-badt.html,Syrian,Damascus
/titanic-victim/catherine-david-barbara.html,Syrian,Damascus
/titanic-victim/saiide-barbara.html,Syrian,Damascus
/titanic-victim/raihed-razi.html,Syrian,Damascus
/titanic-victim/boulos-hanna.html,Syrian,Damascus
/titanic-victim/nourelain-boulos.html,Syrian,Damascus
/titanic-victim/akar-boulos.html,Syrian,Damascus
/titanic-victim/sultana-boulos.html,Syrian,Damascus
/titanic-victim/tannous-betros.html,Syrian,Damascus
/titanic-victim/joseph-caram.html,Syrian,Damascus
/titanic-victim/maria-elias-caram.html,Syrian,Damascus
/titanic-victim/tannous-daher.html,Syrian,Damascus
/titanic-victim/dibo-elias.html,Syrian,Damascus
/titanic-victim/joseph-elias.html,Syrian,Damascus
/titanic-victim/elias-joseph-shahin.html,Syrian,Damascus
